date,limit_up,limit_down,up_count,down_count,flat_count,bomb_count,bomb_ratio,limit_up_strong,advance_decline,limit_ratio,gap_up_pct,total_amount,total_volume,valid_stocks,max_streak,avg_limit_vol,breadth,sentiment_score,sentiment_ma5,sentiment_ma20,market_temp,phase
2022-04-26,23,95,211,1174,13,16,0.41025641025641024,5,0.1797274275979557,0.24210526315789474,0.4513590844062947,272039710627.5,28932949680.0,1398,2,66979912.86956522,-0.6888412017167382,-25.917436971495643,-25.605720708206015,-8.772945262055773,22.413199860440177,极度冰点
2022-04-27,60,11,1165,217,15,47,0.4392523364485981,5,5.368663594470046,5.454545454545454,0.1066571224051539,300430207639.0,31976462316.0,1397,3,52064833.18333333,0.6785969935576235,21.36206321102661,-17.969505730960606,-7.402616087072393,50.77915325323501,狂热
2022-04-28,37,19,363,1010,22,16,0.3018867924528302,16,0.3594059405940594,1.9473684210526316,0.18996415770609318,280956894544.0,27558515396.0,1395,4,50557162.675675675,-0.4637992831541219,-15.618569656570031,-15.309961501296446,-7.380012760374113,28.59213976306106,极度冰点
2022-04-29,102,2,1332,62,3,48,0.32,18,21.483870967741936,51.0,0.725125268432355,322438650777.75,30981311341.0,1397,5,33274918.04901961,0.9090909090909091,32.07657149241246,-5.687581619661574,-6.7205823895240995,57.207462380091165,狂热
2022-05-05,59,6,1053,301,32,29,0.32954545454545453,21,3.4983388704318936,9.833333333333334,0.3823953823953824,305831763382.875,28086012842.0,1386,1,30948857.06779661,0.5425685425685426,18.350529979509076,6.050631610976495,-5.811126627818572,48.97234457386454,狂热
2022-05-06,49,6,325,1046,27,18,0.26865671641791045,7,0.3107074569789675,8.166666666666666,0.02861230329041488,257407705318.25,25352432863.0,1398,2,34923099.87755102,-0.5157367668097281,-18.254693257740318,7.5831803537275615,-6.596639251575309,27.01056299258401,极度冰点
2022-05-09,71,0,1117,245,36,23,0.24468085106382978,20,4.559183673469388,71.0,0.3626609442060086,233271691764.0,22840863993.0,1398,1,34921015.98591549,0.6237482117310443,14.699960758472383,6.250759863216715,-6.636186887772942,46.78213790963719,狂热
2022-05-10,56,0,1058,286,54,21,0.2727272727272727,11,3.699300699300699,56.0,0.07081545064377683,291433130256.25,28339885519.0,1398,2,54740575.91071428,0.5522174535050072,18.27867184673374,13.03020816387747,-4.573565841942938,48.929232348960944,狂热
2022-05-11,44,4,566,778,54,56,0.56,20,0.7275064267352185,11.0,0.46065808297567956,375660652238.5,34624290540.0,1398,3,37240739.5,-0.15164520743919885,5.0605528665058195,7.627004438696142,-3.921064648139476,40.99884929740391,狂热
2022-05-12,41,4,912,426,57,21,0.3387096774193548,12,2.140845070422535,10.25,0.16845878136200718,289686985438.5,28018140745.0,1395,4,51633720.219512194,0.34838709677419355,11.443167904239514,6.245532023642229,-2.332496488438246,44.828182517627624,狂热
2022-05-13,58,13,875,453,69,16,0.21621621621621623,14,1.9315673289183224,4.461538461538462,0.6449534717251253,272977747748.25,27115588020.0,1397,5,67791939.8275862,0.3020758768790265,8.80807243240246,11.658085161670783,-2.8613545914446945,43.247222586766796,狂热
2022-05-16,50,11,681,651,65,19,0.2753623188405797,16,1.0460829493087558,4.545454545454546,0.7415891195418755,289403793232.25,29006056847.0,1397,1,48414804.82,0.021474588403722263,2.0275864943932933,9.123610308854968,-1.7388964812639593,39.17918152551275,狂热
2022-05-17,42,18,562,796,38,14,0.25,7,0.7060301507537688,2.3333333333333335,0.37034383954154726,287005302062.0,27111146649.0,1396,2,42135740.85714286,-0.167621776504298,-4.258550724591153,4.616165794589988,-2.4581833689949755,35.4077314322154,极度冰点
2022-05-18,58,7,841,512,44,34,0.3695652173913043,13,1.642578125,8.285714285714286,0.44523979957050824,283654413405.0,27569806926.0,1397,3,30970246.568965517,0.23550465282748748,8.455369853865186,5.295129192061862,-1.134055028461307,43.03561407005906,狂热
2022-05-19,48,3,807,539,51,17,0.26153846153846155,11,1.49721706864564,16.0,0.04294917680744453,291217141951.5,29170635477.0,1397,4,44511177.833333336,0.19183965640658554,7.616818408331699,4.529859292880299,-0.6644787102756895,42.53251418258908,狂热
2022-05-20,41,6,1064,295,38,29,0.4142857142857143,15,3.606779661016949,6.833333333333333,0.6062992125984252,337929640658.0,32005936859.0,1397,5,36261143.82926829,0.5504652827487473,22.54874162323935,7.277993131047677,0.22838448456000152,51.491116459341534,狂热
2022-05-23,49,10,1040,320,39,26,0.3466666666666667,19,3.25,4.9,0.5353824160114368,320850039100.75,29620680103.0,1399,1,48475940.489795916,0.5146533238027162,19.55875282339769,10.784226396848556,2.047272709489908,49.69723364302868,狂热
2022-05-24,29,21,101,1298,1,25,0.46296296296296297,10,0.07781201848998459,1.380952380952381,0.415,362525669667.5,34237415878.0,1400,2,55491778.10344828,-0.855,-18.593566609584244,7.917223219849939,2.563408919255237,26.807251500978634,极度冰点
2022-05-25,51,9,1228,154,17,17,0.25,12,7.974025974025974,5.666666666666667,0.36025732666190136,281649438358.75,26802998278.0,1399,3,37889068.078431375,0.7676912080057183,22.667212821847457,10.759591813446391,4.498535956135704,51.56219480164914,狂热
2022-05-26,39,7,856,492,53,22,0.36065573770491804,8,1.7398373983739837,5.571428571428571,0.523197715917202,298339718374.75,28506183691.0,1401,4,35625555.71794872,0.2598144182726624,8.768945560848822,10.990017243949818,6.95401004286221,43.22374790935668,狂热
2022-05-27,44,10,565,771,64,27,0.38028169014084506,13,0.7328145265888456,4.4,0.5514285714285714,298574306218.0,28499023714.0,1400,5,41356214.43181818,-0.14714285714285713,-3.4918039822786775,5.78190812284621,8.075291692323058,35.86775115054045,极度冰点
2022-05-30,49,6,831,516,55,25,0.33783783783783783,15,1.6104651162790697,8.166666666666666,0.5905848787446505,298513724525.5,27155872106.0,1402,1,38592992.28571428,0.22467902995720399,7.9217636314455016,3.454510284455773,7.403276713344002,42.71547005041358,狂热
2022-05-31,54,10,957,401,45,22,0.2894736842105263,10,2.3865336658354113,5.4,0.40841054882394867,337425109185.5,30141316149.0,1403,2,37830756.59259259,0.39629365645046327,16.685657945682706,10.510355195509163,9.018488093456638,47.97348286140625,狂热
2022-06-01,46,10,761,591,49,32,0.41025641025641024,7,1.287648054145516,4.6,0.2676659528907923,324117765975.0,29403439565.0,1401,3,37004289.30434783,0.12134189864382584,6.878684868620466,7.352649604863766,7.758593762267038,42.089661328724794,狂热
2022-06-02,39,6,753,609,38,23,0.3709677419354839,11,1.2364532019704433,6.5,0.2671428571428571,313982017345.0,29302674198.0,1400,4,62439954.897435896,0.10285714285714286,5.1898127343744065,6.636823039568883,7.100557900010306,41.076400442686,狂热
2022-06-06,48,11,1054,304,43,33,0.4074074074074074,8,3.4671052631578947,4.363636363636363,0.3618843683083512,391924199551.75,33027367663.0,1401,1,51599147.4375,0.5353319057815846,25.16636134070749,12.368456104166116,9.271610629932695,53.06159158321372,狂热
2022-06-07,35,8,525,851,25,27,0.43548387096774194,7,0.6169212690951822,4.375,0.4225553176302641,367618495764.25,32344966216.0,1401,2,52227868.02857143,-0.23269093504639543,-1.2789020459242844,10.528322968692159,8.472667489712864,37.19541055783382,偏冷
2022-06-08,29,9,558,791,52,23,0.4423076923076923,9,0.7054361567635904,3.2222222222222223,0.3740185581727338,389906875945.5,34100612817.0,1401,3,56902558.0,-0.16630977872947894,2.0616078899911034,7.603512957553837,7.661814291875731,39.19959310596855,狂热
2022-06-09,25,7,252,1126,22,14,0.358974358974359,7,0.22380106571936056,3.5714285714285716,0.2914285714285714,340979523359.0,31066449785.0,1400,4,59809927.48,-0.6242857142857143,-16.13860813047296,3.000054357735152,6.601856242026793,28.280135891272167,极度冰点
2022-06-10,39,6,1141,213,48,23,0.3709677419354839,5,5.356807511737089,6.5,0.1419400855920114,365349504099.5,32106244853.0,1402,5,51837150.461538464,0.6619115549215406,24.7640880922746,6.914909429315192,7.267902251428547,52.820242495931424,狂热
2022-06-13,40,2,664,697,40,26,0.3939393939393939,8,0.9526542324246772,20.0,0.14204139900071378,390371132919.5,33644744184.0,1401,1,34876318.175,-0.023554603854389723,6.02137519064044,3.0859121993017817,7.128567389340445,41.575307194800104,狂热
