pnl,days,reason,code,ed
-0.07096773847802784,1,-5%止损,600566,20260324
-0.07382124645892338,1,-5%止损,600570,20250218
-0.01611696687972124,4,回落3%,600570,20250224
0.010108941552777,1,+5%回1%半,600570,20260114
-0.002830866530968284,2,回落3%,600570,20260115
-0.05669358600583087,3,-5%止损,600570,20260120
-0.06525348837209304,1,-5%止损,600571,20250328
0.0635291044776119,1,+5%回1%半,600580,20241227
0.06949925373134333,2,+7%回2%清,600580,20241230
0.0343640056022409,1,+5%回1%半,600580,20241230
-0.019137394957983198,2,+7%回2%清,600580,20241231
-0.07174760935910486,1,-5%止损,600584,20241011
-0.012883011583011472,5,时间5天,600585,20241016
-0.09987142857142862,1,-5%止损,600585,20250724
-0.0758216515609265,1,-5%止损,600587,20241010
0.017537422934648578,5,+5%回1%半,600587,20250730
0.021544821208384784,9,+7%回2%清,600587,20250805
0.023930335731414877,2,+5%回1%半,600588,20260115
-0.018335851318944843,3,回落3%,600588,20260116
-0.00489929178470251,1,+5%回1%半,600588,20260115
-0.04484263456090648,2,-5%止损,600588,20260116
-0.1878740740740741,1,-5%止损,600593,20241009
-0.0690710843373495,2,-5%止损,600593,20250801
0.037510018445930396,2,+5%回1%半,600593,20251024
0.07347958266082547,3,+7%回2%清,600593,20251027
0.08969267912772581,2,+5%回1%半,600598,20250410
0.030814174454828595,3,+7%回2%清,600598,20250411
0.013457433532284308,1,+5%回1%半,600598,20250410
-0.03781766142159525,2,-5%止损,600598,20250411
-0.06312669789227167,3,-5%止损,600602,20260116
-0.06790936828534597,1,-5%止损,600602,20260129
-0.06981119894598149,1,-5%止损,600602,20260130
-0.09641228533685602,2,-5%止损,600602,20260313
-0.0601059701492537,1,-5%止损,600605,20241009
-0.06581612903225799,1,-5%止损,600605,20250325
-0.11734938271604944,1,-5%止损,600605,20250513
-0.06094912280701743,1,-5%止损,600605,20250813
-0.052803518873960426,2,-5%止损,600605,20260319
-0.053487500000000056,2,-5%止损,600605,20260420
0.00918179477749173,3,回落3%,600612,20250912
-0.08208715691351624,2,-5%止损,600619,20260525
-0.021870670205706735,5,时间5天,600621,20250613
0.024768660287081384,4,+5%回1%半,600621,20260205
0.008620334928229735,5,回落3%,600621,20260206
-0.09705757575757576,1,-5%止损,600640,20260114
-0.06793301362948008,2,-5%止损,600641,20260122
0.02086051625239002,2,+5%回1%半,600641,20260413
0.033288814531548715,3,+7%回2%清,600641,20260414
-0.0662717514124293,3,-5%止损,600645,20240906
-0.00818559322033893,3,回落3%,600645,20240913
-0.042730440470998665,5,时间5天,600645,20250317
0.004797560975609781,4,回落3%,600645,20250331
-0.054078888444622164,2,-5%止损,600645,20250613
0.004853846153846159,2,回落3%,600645,20250709
0.010087992971495523,1,+5%回1%半,600645,20250709
0.011649882858258473,4,+7%回2%清,600645,20250714
-0.039023577235772364,4,回落3%,600645,20260313
-0.040897533268419314,3,回落3%,600645,20260313
0.02490502315923976,7,+5%回1%半,600660,20250901
0.03712351860725127,10,+7%回2%清,600660,20250904
