date,open,high,low,close,volume,amount,outstanding_share,turnover
2015-01-05,5.32,5.32,5.32,5.32,2122193.0,14897795.0,10416896300.0,0.00020372603690026173
2015-01-06,5.85,5.85,5.85,5.85,11686424.0,90219192.0,10416896300.0,0.0011218719725567393
2015-01-07,6.43,6.43,6.43,6.43,7732103.0,65645552.0,10416896300.0,0.0007422655249049566
2015-01-08,7.07,7.07,7.07,7.07,15937412.0,148855424.0,10416896300.0,0.001529957824385753
2015-01-09,7.78,7.78,7.78,7.78,222549744.0,2285585920.0,10416896300.0,0.021364304452181213
2015-01-12,8.0,8.32,7.57,7.67,929122624.0,9746778112.0,10416896300.0,0.08919380564439333
2015-01-13,7.52,8.02,7.52,7.98,514150496.0,5269578240.0,10416896300.0,0.04935735954288035
2015-01-14,8.12,8.13,7.69,7.74,377164320.0,3917323776.0,10416896300.0,0.03620697654444347
2015-01-15,7.63,8.51,7.58,8.51,604046976.0,6517503488.0,10416896300.0,0.0579872313790817
2015-01-16,8.71,9.36,8.52,9.36,774557248.0,9291629568.0,10416896300.0,0.07435585664801136
2015-01-19,8.89,9.4,8.43,9.13,882191680.0,10421819392.0,10416896300.0,0.08468853433819822
2015-01-20,9.25,10.04,9.24,10.04,637798144.0,8205782528.0,10416896300.0,0.06122727208103243
2015-01-21,10.6,11.05,10.28,10.56,925709824.0,13075134464.0,10416896300.0,0.08886618406674548
2015-01-22,10.54,11.1,10.31,10.78,585150528.0,8197309440.0,10416896300.0,0.05617321236076815
2015-01-23,10.72,10.79,10.44,10.48,381624320.0,5326230016.0,10416896300.0,0.036635127105949974
2015-01-26,10.53,10.98,10.53,10.58,427904288.0,6067278336.0,10416896300.0,0.04107790609377574
2015-01-27,10.8,10.9,10.3,10.64,375448608.0,5239963136.0,10416896300.0,0.03604227182332611
2015-01-28,10.53,10.53,10.23,10.24,270736160.0,3706492416.0,10416896300.0,0.025990098413478494
2015-01-29,10.15,10.64,10.11,10.33,282900576.0,3892689152.0,10416896300.0,0.02715785660648268
2015-01-30,10.23,10.25,9.43,9.51,479318912.0,6134991872.0,10416896300.0,0.04601360119136445
2015-02-02,8.94,9.07,8.56,8.57,405463232.0,4709638656.0,10416896300.0,0.03892361220875358
2015-02-03,8.65,8.89,8.6,8.78,283738656.0,3274827008.0,10416896300.0,0.027238310512892404
2015-02-04,8.79,9.35,8.68,9.05,368308992.0,4349639168.0,10416896300.0,0.03535688379656808
2015-02-05,9.13,9.15,8.64,8.65,243392800.0,2851563008.0,10416896300.0,0.023365193718977505
2015-02-06,8.56,8.73,8.22,8.38,236462720.0,2641562880.0,10416896300.0,0.022699920704788046
2015-02-09,8.34,8.67,8.2,8.6,244406960.0,2736743424.0,10416896300.0,0.023462550932757197
2015-02-10,8.54,8.91,8.48,8.8,251965600.0,2900016896.0,10416896300.0,0.02418816437675395
2015-02-11,8.8,8.81,8.59,8.72,159438320.0,1829228672.0,10416896300.0,0.015305741307994013
2015-02-12,8.76,9.59,8.72,9.25,389950400.0,4745626624.0,10416896300.0,0.03743441316584864
2015-02-13,9.2,9.32,9.04,9.17,202974320.0,2455064320.0,10416896300.0,0.019485105174753443
2015-02-16,9.18,9.24,9.04,9.14,148594032.0,1794469888.0,10416896300.0,0.014264712609263472
2015-02-17,9.23,9.47,9.23,9.26,153933296.0,1894303488.0,10416896300.0,0.014777270654023886
2015-02-25,9.41,9.44,9.05,9.14,126357608.0,1538268800.0,10416896300.0,0.01213006296318799
