date,open,high,low,close,volume,amount,outstanding_share,turnover
2021-11-18,120.12,138.82,120.12,127.75,24267354.0,3139353918.0,33477540.0,0.7248846241390496
2021-11-19,128.97,130.85,120.67,123.33,8909527.0,1131714160.0,33477540.0,0.26613445910302846
2021-11-22,120.62,138.82,120.39,135.77,9184382.0,1226113215.0,33477540.0,0.2743445904328693
2021-11-23,133.01,135.32,127.2,132.81,5122436.0,684422966.0,33477540.0,0.15301112327847266
2021-11-24,131.93,138.14,128.61,129.61,4320657.0,587254223.0,33477540.0,0.12906136472393132
2021-11-25,131.44,135.94,128.31,129.59,3139684.0,419280644.0,33477540.0,0.09378478824907685
2021-11-26,131.46,135.87,129.48,131.94,3204022.0,431220796.0,33477540.0,0.09570661404631284
2021-11-29,129.0,134.59,125.04,125.62,3542580.0,464588533.0,33477540.0,0.10581960323249558
2021-11-30,126.12,130.45,125.25,126.33,2209511.0,286307930.0,33477540.0,0.06599980165806688
2021-12-01,124.44,129.37,121.77,122.48,2349459.0,296871751.0,33477540.0,0.070180156606489
2021-12-02,123.17,129.58,123.17,125.55,3018462.0,389542998.0,33477540.0,0.09016379339700588
2021-12-03,127.0,127.77,123.08,126.74,1889575.0,240757591.0,33477540.0,0.0564430660078369
2021-12-06,126.25,135.17,123.86,129.69,2870977.0,381528253.0,33477540.0,0.0857583024320186
2021-12-07,129.96,134.37,125.9,129.74,2188938.0,287616095.0,33477540.0,0.06538527024387096
2021-12-08,132.91,134.86,130.55,132.47,1511825.0,203704164.0,33477540.0,0.04515938148382468
2021-12-09,132.91,132.91,126.03,126.81,1920810.0,250829997.0,33477540.0,0.057376079604415375
2021-12-10,125.83,127.63,124.58,125.39,1718692.0,219461479.0,33477540.0,0.05133865869475475
2021-12-13,126.75,126.75,123.27,126.57,1774941.0,224972611.0,33477540.0,0.05301885980869562
2021-12-14,125.04,131.24,124.6,129.86,1838678.0,240152638.0,33477540.0,0.054922733271321605
2021-12-15,128.97,129.86,123.86,125.03,1942957.0,248870542.0,33477540.0,0.05803762761541021
2021-12-16,125.04,127.79,123.32,127.11,1660396.0,213071383.0,33477540.0,0.04959731210835683
2021-12-17,125.55,127.26,121.1,124.55,1580790.0,197679167.0,33477540.0,0.04721941934801661
2021-12-20,123.06,125.53,121.97,122.09,709423.0,89285797.0,33477540.0,0.02119101343766597
2021-12-21,123.13,123.91,120.74,122.04,660395.0,81960882.0,33477540.0,0.019726509176002778
2021-12-22,123.03,124.03,121.69,123.58,848816.0,106113286.0,33477540.0,0.02535479010703893
2021-12-23,122.21,123.86,121.72,122.31,640998.0,79676886.0,33477540.0,0.01914710579092729
2021-12-24,121.49,122.68,111.6,112.8,2027639.0,238808480.0,33477540.0,0.060567144419811016
2021-12-27,112.39,118.9,108.5,116.35,2229649.0,254469355.0,33477540.0,0.06660133928598098
2021-12-28,115.88,119.67,113.48,118.06,1297100.0,154243891.0,33477540.0,0.0387453797381767
2021-12-29,116.18,120.05,114.86,118.16,1107715.0,132416382.0,33477540.0,0.033088303381909184
2021-12-30,116.5,127.01,116.5,123.6,1471161.0,184706038.0,33477540.0,0.04394471636804855
2021-12-31,123.6,126.87,122.08,125.83,1145759.0,145772733.0,33477540.0,0.03422470707226397
2022-01-04,126.91,126.91,116.97,117.4,1205647.0,146986183.0,33477540.0,0.03601360792937593
2022-01-05,119.28,119.28,108.85,108.99,2112893.0,237487224.0,33477540.0,0.06311374730640304
2022-01-06,107.2,115.07,105.7,112.27,1554409.0,175983201.0,33477540.0,0.04643139848387904
2022-01-07,114.7,115.11,107.9,108.35,1241915.0,139150214.0,33477540.0,0.03709696112677335
2022-01-10,108.35,112.2,106.6,111.45,797878.0,89130638.0,33477540.0,0.023833232668828117
2022-01-11,109.29,110.57,106.86,108.3,921623.0,101315004.0,33477540.0,0.027529591481333455
2022-01-12,108.25,111.91,108.25,109.29,725911.0,81412586.0,33477540.0,0.021683522743905316
2022-01-13,110.73,110.73,105.15,105.65,932640.0,100929458.0,33477540.0,0.027858677788152892
2022-01-14,105.64,110.7,103.48,109.98,1033167.0,113360513.0,33477540.0,0.030861496991714445
2022-01-17,109.77,114.38,107.9,113.12,784131.0,89595824.0,33477540.0,0.023422599151550563
2022-01-18,111.63,114.59,108.67,108.82,690562.0,77607752.0,33477540.0,0.02062762078695149
2022-01-19,107.46,109.02,104.93,105.33,531128.0,57251804.0,33477540.0,0.015865203954651387
2022-01-20,105.84,105.84,100.01,100.05,1042936.0,107857735.0,33477540.0,0.03115330457375303
2022-01-21,99.93,101.37,96.74,97.37,685331.0,68300543.0,33477540.0,0.02047136677306636
2022-01-24,98.46,100.92,96.77,99.79,562651.0,56955200.0,33477540.0,0.016806820333871604
2022-01-25,99.06,100.51,97.06,98.35,449246.0,45025656.0,33477540.0,0.013419325314823012
2022-01-26,98.95,102.67,97.5,102.36,723828.0,74122580.0,33477540.0,0.021621301923618042
2022-01-27,102.36,102.36,96.49,96.81,748015.0,74781700.0,33477540.0,0.022343786311658502
2022-01-28,98.67,98.75,92.35,93.88,461485.0,44425329.0,33477540.0,0.013784913706323702
2022-02-07,95.5,97.47,91.15,91.78,495771.0,46986128.0,33477540.0,0.014809063031513069
2022-02-08,90.87,92.52,86.64,88.03,1091494.0,97951094.0,33477540.0,0.03260376957207728
2022-02-09,88.04,89.89,87.96,89.4,375239.0,33946604.0,33477540.0,0.011208679012854588
2022-02-10,89.89,89.95,84.4,85.15,1008122.0,87858028.0,33477540.0,0.03011338348038715
2022-02-11,84.85,85.02,77.95,78.37,3474719.0,282616952.0,33477540.0,0.10379254270176363
2022-02-14,78.18,80.33,75.95,79.83,1693517.0,134952142.0,33477540.0,0.05058666198292945
2022-02-15,81.03,84.18,78.57,83.86,1633666.0,136152918.0,33477540.0,0.048798866344420766
2022-02-16,84.17,85.16,82.71,84.69,842865.0,71866021.0,33477540.0,0.02517702913654946
2022-02-17,83.72,88.07,83.72,86.31,924034.0,80867284.0,33477540.0,0.027601609915184927
2022-02-18,85.08,88.41,84.24,87.72,789597.0,69417869.0,33477540.0,0.023585872797105164
2022-02-21,89.65,89.65,85.68,85.94,458073.0,40445780.0,33477540.0,0.013682994628637589
2022-02-22,85.02,88.41,84.57,87.38,480930.0,42375563.0,33477540.0,0.014365750888506145
2022-02-23,87.23,100.92,87.04,97.44,1633896.0,159318029.0,33477540.0,0.048805736622224934
2022-02-24,97.06,98.15,92.55,94.0,1081445.0,104004991.0,33477540.0,0.03230359817358145
2022-02-25,95.99,99.18,94.63,96.26,703762.0,69044075.0,33477540.0,0.021021914991364358
2022-02-28,96.24,97.29,94.76,95.99,811657.0,79035033.0,33477540.0,0.02424482205084364
2022-03-01,97.27,99.04,95.28,98.36,708702.0,70043993.0,33477540.0,0.02116947661028857
2022-03-02,98.34,98.77,94.64,97.83,395677.0,38856558.0,33477540.0,0.011819177872687181
2022-03-03,98.78,99.92,92.08,93.42,968719.0,92704165.0,33477540.0,0.028936385409441674
2022-03-04,91.78,96.21,91.27,93.93,826776.0,79208883.0,33477540.0,0.024696438268761684
2022-03-07,92.41,92.84,90.44,91.64,630837.0,58472753.0,33477540.0,0.018843588865848564
2022-03-08,91.74,97.47,90.69,95.5,1031785.0,99018115.0,33477540.0,0.03082021558334334
2022-03-09,95.98,99.93,92.65,96.49,1958136.0,192558573.0,33477540.0,0.05849103607971195
2022-03-10,101.01,103.25,96.37,96.88,1465970.0,148770211.0,33477540.0,0.04378965718508588
2022-03-11,90.68,92.38,81.57,91.65,2604645.0,230791026.0,33477540.0,0.07780275970098162
2022-03-14,87.63,94.07,86.17,91.57,1764706.0,163915685.0,33477540.0,0.05271313244641034
2022-03-15,89.7,93.81,88.71,90.58,1326570.0,123286024.0,33477540.0,0.03962567142030149
2022-03-16,92.21,96.12,87.63,94.91,1046778.0,97545695.0,33477540.0,0.03126806808385563
2022-03-17,97.77,101.21,96.27,96.88,1032483.0,103712470.0,33477540.0,0.030841065382940323
2022-03-18,97.96,97.96,91.89,93.88,599009.0,57355534.0,33477540.0,0.017892861900844565
2022-03-21,94.92,94.98,90.69,91.17,697424.0,65097824.0,33477540.0,0.02083259403170006
2022-03-22,91.12,92.26,88.01,88.02,984146.0,89424382.0,33477540.0,0.029397201825462682
2022-03-23,88.61,91.66,88.61,89.68,574637.0,52629078.0,33477540.0,0.017164851419787713
2022-03-24,88.61,89.22,85.73,88.12,660598.0,58885219.0,33477540.0,0.019732572942934276
2022-03-25,88.44,89.09,85.16,85.38,506327.0,44646115.0,33477540.0,0.015124378911951118
2022-03-28,84.63,87.29,83.19,86.61,410402.0,35659858.0,33477540.0,0.012259025006018961
2022-03-29,87.22,87.6,85.26,86.19,327381.0,28625516.0,33477540.0,0.009779123555673445
2022-03-30,86.81,91.74,86.81,91.35,803907.0,73984018.0,33477540.0,0.024013323559616388
2022-03-31,90.48,90.89,87.09,89.0,797716.0,71687461.0,33477540.0,0.02382839360359214
2022-04-01,89.17,89.17,85.66,85.72,700437.0,61423259.0,33477540.0,0.020922594670934602
2022-04-06,85.31,85.31,83.17,83.79,347139.0,29554778.0,33477540.0,0.010369310289824163
2022-04-07,82.58,85.64,81.99,82.43,590736.0,49968734.0,33477540.0,0.01764574099530611
2022-04-08,83.29,87.77,80.76,84.64,810368.0,69691200.0,33477540.0,0.024206318624367264
2022-04-11,84.18,84.74,81.28,83.81,438360.0,36729335.0,33477540.0,0.013094152079274642
2022-04-12,84.84,84.84,80.75,82.76,287151.0,23951528.0,33477540.0,0.008577422355406043
2022-04-13,81.61,82.7,79.75,79.75,292472.0,24001653.0,33477540.0,0.008736364738866714
2022-04-14,79.34,91.7,77.65,90.91,1515812.0,129750761.0,33477540.0,0.0452784762560212
2022-04-15,87.83,88.45,84.26,87.76,1029743.0,90151573.0,33477540.0,0.030759219464751592
2022-04-18,87.55,93.39,85.91,93.2,955278.0,88917404.0,33477540.0,0.028534892348720965
2022-04-19,92.25,93.81,90.2,91.2,387265.0,35967540.0,33477540.0,0.011567904929693161
2022-04-20,89.17,93.03,89.17,91.0,377062.0,34890185.0,33477540.0,0.01126313343214585
2022-04-21,89.1,96.09,88.77,89.66,603751.0,56731840.0,33477540.0,0.018034509106702585
2022-04-22,87.27,94.52,87.27,90.78,928231.0,86516880.0,33477540.0,0.027726977549724384
2022-04-25,88.87,91.72,83.69,84.1,798199.0,70858582.0,33477540.0,0.023842821186980882
2022-04-26,86.01,88.07,82.21,82.7,483438.0,41828416.0,33477540.0,0.01444066678734459
2022-04-27,82.7,92.55,80.83,90.19,1002079.0,88515431.0,33477540.0,0.029932874398776014
2022-04-28,85.73,87.61,72.86,73.0,2251679.0,178012253.0,33477540.0,0.06725939241652762
2022-04-29,72.76,77.26,69.77,75.02,1227713.0,91317961.0,33477540.0,0.03667273640775278
2022-05-05,74.79,75.51,71.49,72.2,882878.0,66079632.0,33477540.0,0.0263722483790625
2022-05-06,70.52,75.12,68.79,72.92,664659.0,49047127.0,33477540.0,0.019853878152337356
2022-05-09,73.14,73.35,69.78,70.79,468318.0,33812645.0,33477540.0,0.013989020698653485
2022-05-10,69.51,77.23,68.92,75.96,1313632.0,99069711.0,33477540.0,0.03923920335843076
2022-05-11,75.94,83.19,75.43,81.41,1574574.0,129289357.0,33477540.0,0.047033742622665825
2022-05-12,83.69,86.73,80.43,84.79,1172842.0,99649917.0,33477540.0,0.03503369721909077
2022-05-13,86.09,88.11,83.85,87.63,928868.0,81753214.0,33477540.0,0.02774600523216461
2022-05-16,87.63,88.61,85.47,85.71,799595.0,70184171.0,33477540.0,0.02388452078617485
2022-05-17,85.72,91.86,84.29,89.45,1210400.0,109700966.0,33477540.0,0.03615558371373763
2022-05-18,90.24,90.24,86.61,87.78,1593393.0,142865402.0,35656396.0,0.044687438405160186
2022-05-19,86.91,89.49,85.93,87.63,1012014.0,89820078.0,35656396.0,0.028382397368483345
2022-05-20,88.59,91.28,87.31,89.35,1252175.0,113836167.0,35656396.0,0.03511782290055338
2022-05-23,89.35,90.44,86.65,87.89,767145.0,68702248.0,35656396.0,0.021514933814398965
2022-05-24,87.92,89.89,86.22,87.03,879527.0,78772619.0,35656396.0,0.024666738612618058
2022-05-25,86.23,87.86,84.47,85.36,820232.0,71689678.0,35656396.0,0.023003783108085294
2022-05-26,84.68,85.98,81.59,82.7,755427.0,63593312.0,35656396.0,0.02118629712324263
2022-05-27,83.29,84.54,80.28,81.11,684614.0,56903104.0,35656396.0,0.01920031401939781
2022-05-30,80.73,82.69,79.77,81.32,684990.0,56419774.0,35656396.0,0.019210859112065055
2022-05-31,82.38,83.15,78.76,81.99,982155.0,80535313.0,35656396.0,0.027544988001591636
2022-06-01,81.78,85.91,81.63,83.18,858317.0,73116260.0,35656396.0,0.024071894422532214
2022-06-02,83.02,94.32,81.62,92.74,1959951.0,178579269.0,35656396.0,0.0549677258464372
2022-06-06,92.74,99.44,92.15,96.66,2099401.0,205290845.0,35656396.0,0.05887866513486108
2022-06-07,96.14,98.69,92.23,95.07,1533408.0,147792733.0,35656396.0,0.04300513153376466
2022-06-08,96.49,97.35,91.0,93.53,1023696.0,97571913.0,35656396.0,0.02871002442310771
2022-06-09,92.56,93.53,90.18,90.63,571737.0,53136869.0,35656396.0,0.016034626718864128
2022-06-10,91.92,92.98,89.94,90.23,679321.0,62856843.0,35656396.0,0.019051869403738955
2022-06-13,89.95,92.5,86.05,87.13,1734761.0,155150101.0,35656396.0,0.048652168884370704
2022-06-14,86.15,86.46,81.32,83.82,1734957.0,146169561.0,35656396.0,0.048657665794378094
2022-06-15,84.55,86.62,82.91,84.47,1215575.0,104578583.0,35656396.0,0.034091359093050236
2022-06-16,84.46,87.58,83.95,84.85,1256537.0,109688421.0,35656396.0,0.03524015719367712
2022-06-17,84.01,84.79,81.75,83.13,1345654.0,113332635.0,35656396.0,0.037739484383110394
2022-06-20,83.68,87.79,82.81,86.49,1381171.0,119989503.0,35656396.0,0.03873557495827677
2022-06-21,86.48,87.42,83.47,86.82,1213815.0,105814932.0,35656396.0,0.03404199908482058
2022-06-22,86.64,86.64,83.88,84.48,869787.0,75398564.0,35656396.0,0.024393575839801646
2022-06-23,83.77,93.02,82.92,92.78,1604735.0,144902653.0,35656396.0,0.04500553000364928
2022-06-24,94.52,94.52,89.62,91.71,1230013.0,113744195.0,35656396.0,0.03449627943328877
2022-06-27,91.62,95.09,89.9,91.97,1009549.0,94565572.0,35656396.0,0.0283132653115026
2022-06-28,90.6,97.25,89.1,96.09,1280281.0,122556920.0,35656396.0,0.03590606857742998
2022-06-29,95.82,99.24,92.55,92.74,859015.0,83507378.0,35656396.0,0.024091470153068752
2022-06-30,92.9,95.25,91.83,93.31,787093.0,74616391.0,35656396.0,0.022074384634947403
