date,open,high,low,close,volume,amount,outstanding_share,turnover
2015-01-05,4.15,4.44,4.13,4.42,237633072.0,1742212736.0,16424278824.0,0.014468402207880102
2015-01-06,4.36,4.36,4.17,4.25,206087856.0,1477008000.0,16424278824.0,0.012547756781798775
2015-01-07,4.19,4.26,4.1,4.18,145624288.0,1026463552.0,16424278824.0,0.008866403789200552
2015-01-08,4.18,4.21,3.99,4.02,133665440.0,913779712.0,16424278824.0,0.008138283661178547
2015-01-09,4.01,4.12,3.9,3.93,192657568.0,1294452096.0,16424278824.0,0.011730047332031339
2015-01-12,3.88,3.88,3.69,3.76,171654080.0,1094573696.0,16424278824.0,0.010451240011169942
2015-01-13,3.74,3.8,3.71,3.75,76586192.0,485139552.0,16424278824.0,0.004662986595678607
2015-01-14,3.76,3.77,3.65,3.69,98376464.0,617419584.0,16424278824.0,0.0059896976332529895
2015-01-15,3.64,3.81,3.6,3.81,155865168.0,969840256.0,16424278824.0,0.00948992462136248
2015-01-16,3.8,3.83,3.76,3.8,112810504.0,725038144.0,16424278824.0,0.006868520999238974
2015-01-19,3.55,3.65,3.42,3.44,187409984.0,1113071744.0,16424278824.0,0.01141054569325424
2015-01-20,3.46,3.52,3.43,3.49,98145792.0,577022400.0,16424278824.0,0.005975653059212824
2015-01-21,3.5,3.64,3.44,3.63,188488912.0,1126932096.0,16424278824.0,0.011476236735860226
2015-01-22,3.62,3.72,3.59,3.68,153000304.0,946951232.0,16424278824.0,0.009315496019004993
2015-01-23,3.68,3.72,3.61,3.64,109262032.0,677157120.0,16424278824.0,0.0066524705998257105
2015-01-26,3.63,3.7,3.63,3.7,86769992.0,537925504.0,16424278824.0,0.005283032084989158
2015-01-27,3.71,3.71,3.54,3.62,118157392.0,721947008.0,16424278824.0,0.007194068809118264
2015-01-28,3.61,3.61,3.55,3.57,70318184.0,424903808.0,16424278824.0,0.00428135595806176
2015-01-29,3.52,3.63,3.51,3.58,110870432.0,667110336.0,16424278824.0,0.006750398796079279
2015-01-30,3.59,3.6,3.51,3.52,70576328.0,423218304.0,16424278824.0,0.0042970731778414675
2015-02-02,3.46,3.47,3.38,3.38,97137528.0,560917248.0,16424278824.0,0.005914264427735947
2015-02-03,3.41,3.46,3.38,3.45,63438020.0,365425120.0,16424278824.0,0.003862453912271698
2015-02-04,3.64,3.8,3.57,3.8,228652016.0,1435777024.0,16424278824.0,0.013921586357014466
2015-02-05,3.97,3.97,3.64,3.66,366819712.0,2374922752.0,16424278824.0,0.02233399200846397
2015-02-06,3.62,3.92,3.6,3.81,344122848.0,2201047552.0,16424278824.0,0.020952082687317145
2015-02-09,3.76,4.0,3.74,3.93,261555328.0,1722132864.0,16424278824.0,0.01592492010168519
2015-02-10,3.94,3.98,3.83,3.92,167511264.0,1099707264.0,16424278824.0,0.010199002695644934
2015-02-11,3.88,3.92,3.82,3.84,146414592.0,956155392.0,16424278824.0,0.008914521822781738
2015-02-12,3.83,3.84,3.66,3.8,196290576.0,1240540544.0,16424278824.0,0.011951244745867937
